Source.Name,Statement,Output
kannada,     ,unknownstate
kannada,Og avn tunne unnu first,Negative
kannada,Estella matadonu elli matadodkintta border ge hogi matado maraya,Negative
kannada,         nnHANDS UP,Positive
kannada,Ha gandu sule maga sikkre katte mele meravanige madi kallu odedu sayisbeku,Negative
kannada,Nandi Parthasarathi yar kandha ninu,Mixedfeelings
kannada,Nan uninstall madhe,Positive
kannada,Charitree shrushtisoo avatara,Positive
kannada,Super song bro superrrrrb,unknownstate
kannada,God bless u ashwath Sir nimma harogya chennagirali,Positive
kannada,Nanu nodide suuuuuuuuuupppper innomme nodtini,Positive
kannada,Addu Pubg alla Guru  Sumney Elbedda,Negative
kannada,      ,Positive
kannada,Super annaa    ,Positive
kannada,         ,Positive
kannada,Onde ond cmnt ketudag idre torso childenNamdu olle respected family nimdeno gotilamodlu tilkond helu bayig bandang helak nangu baruttenan hesru katkond ningen agbeku,Negative
kannada,Super bro Keeping doing like this Do more trollers Jai  trollers I like trollers,Positive
kannada,Super movie I like it,Positive
kannada,          ,Positive
kannada,Modlu keldaga mamuli song ashtukke ashte annusthu,Negative
kannada,Le tiktok hudugira yella pubg banni  AWM M4 use madodu hege anta helkodtini,unknownstate
kannada,Hands up,unknownstate
kannada,         ,Negative
kannada,Anna yavuranna ninduchamarajnagarana,unknownstate
kannada,javari tippa superb ri,Positive
kannada,      ,Positive
kannada,Nange ondu doubt  mahabharatha nijavagi nadedidya  Or ,unknownstate
kannada,Avane shriman narayan movie paka 100 days,Positive
kannada,prithvi nayak nayakru suel maklu,Negative
kannada,Erbahudu please support maadi ea rakshit sitting sir genRashmikage hotte uribeku nodi,Negative
kannada,Adhi Sprb acting Olle avakashagalu sigli nimge Idi team gu olled agli,Positive
kannada,d boss mania Yegurkollale cake cutting puk,unknownstate
kannada,Tik tok ogidke urkondu  agore bro,Negative
kannada,V CCC gihkhj,unknownstate
kannada,Rashmika Manddana goskra one sari  hogtini movie goskra Dina hogtina,Positive
kannada,   drive                   ,Positive
kannada,       ,Positive
kannada,Super Ri Nijvaglu Nevu Creative Kannadigane,Positive
kannada, ,Positive
kannada,Yak guru ibrugu avarde aada talent ide yake eethara 1,Negative
kannada,super sr togari tippa,Positive
kannada,super    ,Positive
kannada,Thejas Gowda Lee sulemagane   fans Kade   ,Negative
kannada,Tik tok uninstall madde irovrna china ge odsbeku bro,Negative
kannada,Taro sule Makalu who is dis like gandugalu super vedios,Negative
kannada,Parvagillabuzz is good in Hindi toosee BMS,Mixedfeelings
kannada,Super sir ,unknownstate
kannada,Anna nevu super,Positive
kannada,Jeevana channagi arta  madkondeedare nnShankar Ashwath avar  nNice,Positive
kannada,Tumba olle vishya tilsidira geleya ellaru prayatna madona,Positive
kannada,   n support    entertainment n instgram   follow n,Positive
kannada,Demand  nNEXTn ASN   promote   ,Positive
kannada,Pubg kooda ban agbeku guru,unknownstate
kannada,Paramvah Music in,unknownstate
kannada,Munde nodona sadhyakke a plan illa,Negative
kannada,Dharsha ge Rost madu guru pls,Positive
kannada,Nandi Parthasarathi     ,Negative
kannada,  ,Positive
kannada,Hi Paramvah Music,unknownstate
kannada,Slow poison song annoru like Maadi,Positive
kannada,So sadnDis like 18k in KannadanIn Telugu 155nIn Tamil 188nIn Malayalam 134nASN,Negative
kannada,V C R guru edunna modlu bale fansge helu avru start madidare nau end madthivi,Negative
kannada,Nandi Parthasarathi le nayi ninu slumu navalla nana one day madu kharchu ninu ondu varakke madtiya hagnta nange yava chatnu illa,Negative
kannada,Most handsome Kannada film industry,Positive
kannada,     ,Positive
kannada,E mathu,unknownstate
kannada,Pakk film sound madee  madutte annoruu like madii,unknownstate
kannada,      ,Positive
kannada,              ,Negative
kannada,   ,Negative
kannada,   n         ,Positive
kannada,No doubt edu charitre srustiso  avatharane,unknownstate
kannada,Hands upHands uptan tan TananaChindi Guru Chindi,Negative
kannada,      ,Positive
kannada,   automatic  ,Positive
kannada,Idu charitre shristiso avataraAvane srimannarayana,Positive
kannada,       ,Positive
kannada,  ,Positive
kannada,Dislike madirovur rasmika panzgalu,Negative
kannada,I saw ashwathama,Mixedfeelings
kannada,                                      ,Mixedfeelings
kannada,Nice move in kannada,Positive
kannada,Iam Vijay devara konda Hater,Negative
kannada,Nine sriman narayana,unknownstate
kannada,Eeno problem ide nimge Hangella eeneno ansbardu Song 1st time ee crazy ide,Positive
kannada,        all the best rakshith sir,Positive
kannada,Is it omg,unknownstate
kannada,FROM KING KICHHA BOSS BADSHAHA FANS ALL D BEST,unknownstate
kannada,  ,Positive
kannada,RADHA RADHA HI radha memuta aytasry month end wrk tumba jastifree na,unknownstate
kannada,Power Star fans like madi,Positive
kannada,KGF Chapter 2 good,Positive
kannada,Super guroonSakkattagittu video ,Positive
kannada,Adu igala 1960 ali nadedidu doctor incident,Positive
kannada,tandhege takka maga,Positive
kannada,    n   ,Positive
kannada,Nandi Parthasarathi    ,Negative
kannada,Nandi Parthasarathi      ,Negative
kannada,Idu beku ivatthu full happy agidivi bro  osm,Positive
kannada,Dhee Pu adu Acchhagannada,unknownstate
kannada,Naavu iddivi nnnEe haadannu cover song prepare madtaidivi nn,Positive
kannada,Trailer superb Pajju promotion chennagi maadi pakka blockbuster agutte,Positive
kannada,Who else remembered rango,unknownstate
kannada,Yarg artha agilvo lyrics nodi,Negative
kannada,Good movie Thanks die Team Sorry,Mixedfeelings
kannada,We like shanvi nWe hate sanvi,Negative
kannada,Modi doing good job for new india,Mixedfeelings
kannada,Basavaraja S A aw in km M km kmnnMN MN on,unknownstate
kannada,I love you,Positive
kannada,Nandi Parthasarathi,Negative
kannada,Love you darling,unknownstate
kannada, ,unknownstate
kannada,    phonepe or paytm or Amazon pay            I missed a wonderful movie,Negative
kannada,Who like rakshit Shety hit like,unknownstate
kannada,Super song bro estsari kelidaru mate kelbek ansute,Positive
kannada,Super pakka nodthini,Positive
kannada,         ,Positive
kannada,    ,Positive
kannada,Nanu kuda ashwattamananna nodidini,Mixedfeelings
kannada, ,Mixedfeelings
kannada,live vijju 20,unknownstate
kannada,         ,Positive
kannada,Ondu muttinantha kathe iruva cinema,Positive
kannada,prithvi nayak jai Roberrt,unknownstate
kannada,Dislike madidorella bevarsi TikTokersthika urkondavre Burnol kodrooo,Negative
kannada,   All the best,Positive
kannada,2020 Blockbuster hit movie Jai Karnataka,Positive
kannada,           ,Negative
kannada,   ,Positive
kannada,Sudeep K N      ,Positive
kannada,I am watching,Mixedfeelings
kannada,TROLL MONSTERKANNADA nim ammange nan hakde tunne nathangi siktale avl na vrdashramkke serstini yakandre ninge nodkollake yogyate illa adukkehogo jumper chupper,Negative
kannada,  D ,Positive
kannada,Avatttu tiger dancenIvattu handsup step,Negative
kannada,VARAPRASAD K K nimmayyi tulla hattava,Mixedfeelings
kannada,Jai narayana jaihooooooo,Positive
kannada,      ,Negative
kannada,So called               ,Positive
kannada,thogari tippa super,Positive
kannada,It is karabu,unknownstate
kannada,                          ,Positive
kannada,Super movie love madabardu guruuu,Positive
kannada,                     ,Positive
kannada,An anna nivu super bidi anna nivu,Positive
kannada,Ei movi pass aglile,Positive
kannada,    ,Positive
kannada,Nandi Parthasarathi nadiyole sule magane Nam style Nam ista ning yako thika uri,Negative
kannada,         ,Positive
kannada,       ,Positive
kannada,Super kantha,unknownstate
kannada,Manjunath mtr,Mixedfeelings
kannada,Ill lol Lo,Mixedfeelings
kannada,S super chamayya mestre nimma valletana,Positive
kannada,Kannadigaralli oggattu illa fanism jasthi aytu,Negative
kannada,Istu helidru innu tik tok ge support madoru manushyare alla nArta madkoli pls pls,Mixedfeelings
kannada,Shetre shoku aathnd,Negative
kannada,Edu  muda  nabike   nama Jana enu  betela,Negative
kannada,Adre niv suprb bro,Positive
kannada,Super movi nanu nodidini,Positive
kannada,Ashvathama nali bandu nimagu meet agtare nivo wait maadi,Positive
kannada,Yar guru neenu awesome,Positive
kannada,Nam boss supero super,Positive
kannada,Nejwad deushya torishi eg heliddu,Negative
kannada,I like super guru edu edu video andare,Positive
kannada,Sundaravada Kate super,Positive
kannada,Avanige savilla adre evagu edana,Mixedfeelings
kannada,Ondu varshakke 1or2 film madodkintha entha ondu olle film madidre kannada industry ellige ogutthe,Positive
kannada,Making    Lyrics Not good,Negative
kannada,          ,Positive
kannada,Super song and super singer sir,Positive
kannada,Super agi ugdiya bro kittogiro bevarsigalige hege video madta iri support madta irtivi super,Negative
kannada,    3   ,Positive
kannada,   tiktok      ,Negative
kannada,Idu charitre srushtiso avatara nice,Positive
kannada,Sir nimma thumbnail sari illanNaanu ee film nodoke try madtiddini aadre bengaluralli ella kade 10,Mixedfeelings
kannada,       ,Positive
kannada,Super  songs,Positive
kannada,Tik tok nan shataa,Negative
kannada,18k dislike kottiro sulemaklu yaarappa Nim padha ondh sala mutbeku,Negative
kannada,Wow nice yavaglu keltane irbeku ansutte song,Positive
kannada,Full happinest day bro becuse nange e bindu gowdan diloug kelodik agtirlila beligge aadre saku nanfrds ella avl status ne hakondu poison kuddiror tara saytidru anways tiktok byan agiddu tumbane olle kelsa and neevantu sakkatttag troll madtira bro nim voice bro,Positive
kannada,465 Lashmika fans found,Negative
kannada,        ,Negative
kannada,Game name henu bro,Positive
kannada, n n   n  ,Positive
kannada,Wow  Super agi helidira sir,Positive
kannada,Number 1 movie,Positive
kannada,shiva prakash kittoyta,Negative
kannada,Nev super sir,Positive
kannada,   rutha ,Mixedfeelings
kannada,Agreed virat kohli looks,unknownstate
kannada,Nandi Parthasarathi ,unknownstate
kannada,yella OK iee aroygyake hankaraka bidi yake,Negative
kannada,Only d boss ok jai Kannada all movies hmmm kotigobba bittu hehehe,Negative
kannada,Yavado yavado hakithira realu videos madi haki elwa edana neja agedre proove madi News Ali haki,Negative
kannada,Nivu Helodu sari china app ban agalebeku,Positive
kannada,masto togari tippa,Positive
kannada,Preethi ge praana bidovru Idara ,Positive
kannada,enu tiktok use madorige mariyadi ela avru indian ne ala,Negative
kannada,       ,unknownstate
kannada,Ah boss Ee boss antha group katobadllu  Simple jeevna ne super,Negative
kannada,Pruthvi avara acting anthu nanna avarisikondu bittide nanna friend helidda thayi sentimentalli avara acting nodi ninu emotional agthiya nodu anthaadre nanu nanu aagalla andiddeadre aa scene nodbittu nanu ankonde evarige national award kodbeku antha,Positive
kannada,       ,Positive
kannada,           n   after,Positive
kannada,v02GW bro evnu venkatesh kulkarni avr comments ge reply madidane adanna odudre nin education EE flop,Negative
kannada,Bro good news tiktok ban bega thika hursi sonu s Gowda nagaysha bin Gowda ge,Negative
kannada,Step was awesome,Positive
kannada,Super sir yentha mathu nivu sir nijavada tik tok bagge thilekondirodu,Positive
kannada,English movie RANGO dubb maadi ro movie,unknownstate
kannada,Sir enthavru jaatre dialogue,unknownstate
kannada,Kiccha Vitthal    interview    following       ,Negative
kannada,E game yavadu bro,Mixedfeelings
kannada,Ayo mostly avarige samskruti bhase barutee ansathe,Positive
kannada,All d best from appu fans,Positive
kannada,Love u   ajaneesh,unknownstate
kannada,Film re realise madi,Positive
kannada,     nn    nn   nn  ,Positive
kannada,Edu charitre srustisuva avatraaa,Positive
kannada,Bro nan phone thagandaginda nu aa galeej app install madillaadre adu yavdo ragitu goditu antharalla share it  na delete mad de,Negative
kannada,Super anna tumba chanag ugididera,Negative
kannada,Lovely gichhi kyaka chindi,Negative
kannada,Sasthanga namaskaar guru nale,Positive
kannada,E tara film ge ella kaitaididdu Welcooome Item song iro,Positive
kannada,Hi sir supnHasage  eddastu kalu chachu  nAnno gadae evattu nim nudigalu gottyatyu sirnUr grate sir,Positive
kannada,Hands up  308k likes nBelageddu  308k likes,Positive
kannada,Hai Neel prithvi wonderful movie dia,Positive
kannada,         title    ,Mixedfeelings
kannada,Song likers 119k and Rakshit Shetty nodi urkoloru unlikers 17,Negative
kannada,Super movie I like it,Positive
kannada,Charitre shrushtiso avatara,Positive
kannada,Super   n    ,Positive
kannada,        ,Positive
kannada,Yanta jana brother nam deshakkoskara 1 app delete madoke agalva avarige,Negative
kannada,Superb movie i love this movie very much,Positive
kannada, ,unknownstate
kannada,Eno ontara chnnagide annoru like madi,Positive
kannada,Estu kelidru matte matte kelbeku ansutte,Positive
kannada,NKn idddu                                                            ,Negative
kannada,Super avanu helidanalla yelo galate ante avanu sikudre japli yelo togoduu odibeku tuuunNivu inu roste madtairinJai creative kannadiga,Positive
kannada,Super song great song,Positive
kannada,Chandra kanth naa siggappu manithan,unknownstate
kannada,Song lyrics in kannada n,unknownstate
kannada,Navya Shree lo gaandu nan magne nam boss fans yavattu support madtare kano gubaald sule magane,Negative
kannada,Waiting Atyadbuta katahandara,Positive
kannada,Sir lahari music navru karaoke uplode madtidare new song  nivu uplode madi  lyirical song ge karaoke add madi  uplode madi,unknownstate
kannada,Indian filmsnBefore ASNnafter ASN,unknownstate
kannada,  LEGENDS                 1       2,Mixedfeelings
kannada,Rashmika fans bro,Mixedfeelings
kannada,    ,Positive
kannada,I am addicted malayalam version song nHands up to ajaneesh loknath and Malayalam singer,Positive
kannada,Bro navu arvinda tilkotidivi andre navu avrige yenadru kodbeku dodd dodd channel galige hinde dodd vyakti irtare so skip madade nodi avrigu duddu barli  ,Negative
kannada,hands upppppppp super song,Positive
kannada,nim songs super,Positive
kannada,Guru namaskara ennu chennagi tale dhengusonu Gowda bin Gowda evarge ennu tale li brain Ella anusutte,Positive
kannada,     ,Mixedfeelings
kannada,Kiran Shali         cross ,Negative
kannada,simple star fans adoru like madi,unknownstate
kannada,Rakshit  Rishab,unknownstate
kannada,  actually ,Positive
kannada,Awesome song guru,Positive
kannada,Song full gicchi gili gili,Positive
